@relation final

@attribute Loan_ID {LP001002,LP001003,LP001005,LP001006,LP001008,LP001011,LP001013,LP001014,LP001018,LP001020,LP001024,LP001027,LP001028,LP001029,LP001030,LP001032,LP001034,LP001036,LP001038,LP001041,LP001043,LP001046,LP001047,LP001050,LP001052,LP001066,LP001068,LP001073,LP001086,LP001087,LP001091,LP001095,LP001097,LP001098,LP001100,LP001106,LP001109,LP001112,LP001114,LP001116,LP001119,LP001120,LP001123,LP001131,LP001136,LP001137,LP001138,LP001144,LP001146,LP001151,LP001155,LP001157,LP001164,LP001179,LP001186,LP001194,LP001195,LP001197,LP001198,LP001199,LP001205,LP001206,LP001207,LP001213,LP001222,LP001225,LP001228,LP001233,LP001238,LP001241,LP001243,LP001245,LP001248,LP001250,LP001253,LP001255,LP001256,LP001259,LP001263,LP001264,LP001265,LP001266,LP001267,LP001273,LP001275,LP001279,LP001280,LP001282,LP001289,LP001310,LP001316,LP001318,LP001319,LP001322,LP001325,LP001326,LP001327,LP001333,LP001334,LP001343,LP001345,LP001349,LP001350,LP001356,LP001357,LP001367,LP001369,LP001370,LP001379,LP001384,LP001385,LP001387,LP001391,LP001392,LP001398,LP001401,LP001404,LP001405,LP001421,LP001422,LP001426,LP001430,LP001431,LP001432,LP001439,LP001443,LP001448,LP001449,LP001451,LP001465,LP001469,LP001473,LP001478,LP001482,LP001487,LP001488,LP001489,LP001491,LP001492,LP001493,LP001497,LP001498,LP001504,LP001507,LP001508,LP001514,LP001516,LP001518,LP001519,LP001520,LP001528,LP001529,LP001531,LP001532,LP001535,LP001536,LP001541,LP001543,LP001546,LP001552,LP001560,LP001562,LP001565,LP001570,LP001572,LP001574,LP001577,LP001578,LP001579,LP001580,LP001581,LP001585,LP001586,LP001594,LP001603,LP001606,LP001608,LP001610,LP001616,LP001630,LP001633,LP001634,LP001636,LP001637,LP001639,LP001640,LP001641,LP001643,LP001644,LP001647,LP001653,LP001656,LP001657,LP001658,LP001664,LP001665,LP001666,LP001669,LP001671,LP001673,LP001674,LP001677,LP001682,LP001688,LP001691,LP001692,LP001693,LP001698,LP001699,LP001702,LP001708,LP001711,LP001713,LP001715,LP001716,LP001720,LP001722,LP001726,LP001732,LP001734,LP001736,LP001743,LP001744,LP001749,LP001750,LP001751,LP001754,LP001758,LP001760,LP001761,LP001765,LP001768,LP001770,LP001776,LP001778,LP001784,LP001786,LP001788,LP001790,LP001792,LP001798,LP001800,LP001806,LP001807,LP001811,LP001813,LP001814,LP001819,LP001824,LP001825,LP001835,LP001836,LP001841,LP001843,LP001844,LP001846,LP001849,LP001854,LP001859,LP001864,LP001865,LP001868,LP001870,LP001871,LP001872,LP001875,LP001877,LP001882,LP001883,LP001884,LP001888,LP001891,LP001892,LP001894,LP001896,LP001900,LP001903,LP001904,LP001907,LP001908,LP001910,LP001914,LP001915,LP001917,LP001922,LP001924,LP001925,LP001926,LP001931,LP001935,LP001936,LP001938,LP001940,LP001945,LP001947,LP001949,LP001953,LP001954,LP001955,LP001963,LP001964,LP001972,LP001974,LP001977,LP001978,LP001990,LP001993,LP001994,LP001996,LP001998,LP002002,LP002004,LP002006,LP002008,LP002024,LP002031,LP002035,LP002036,LP002043,LP002050,LP002051,LP002053,LP002054,LP002055,LP002065,LP002067,LP002068,LP002082,LP002086,LP002087,LP002097,LP002098,LP002100,LP002101,LP002103,LP002106,LP002110,LP002112,LP002113,LP002114,LP002115,LP002116,LP002119,LP002126,LP002128,LP002129,LP002130,LP002131,LP002137,LP002138,LP002139,LP002140,LP002141,LP002142,LP002143,LP002144,LP002149,LP002151,LP002158,LP002160,LP002161,LP002170,LP002175,LP002178,LP002180,LP002181,LP002187,LP002188,LP002190,LP002191,LP002194,LP002197,LP002201,LP002205,LP002209,LP002211,LP002219,LP002223,LP002224,LP002225,LP002226,LP002229,LP002231,LP002234,LP002236,LP002237,LP002239,LP002243,LP002244,LP002250,LP002255,LP002262,LP002263,LP002265,LP002266,LP002272,LP002277,LP002281,LP002284,LP002287,LP002288,LP002296,LP002297,LP002300,LP002301,LP002305,LP002308,LP002314,LP002315,LP002317,LP002318,LP002319,LP002328,LP002332,LP002335,LP002337,LP002341,LP002342,LP002345,LP002347,LP002348,LP002357,LP002361,LP002362,LP002364,LP002366,LP002367,LP002368,LP002369,LP002370,LP002377,LP002379,LP002386,LP002387,LP002390,LP002393,LP002398,LP002401,LP002403,LP002407,LP002408,LP002409,LP002418,LP002422,LP002424,LP002429,LP002434,LP002435,LP002443,LP002444,LP002446,LP002447,LP002448,LP002449,LP002453,LP002455,LP002459,LP002467,LP002472,LP002473,LP002478,LP002484,LP002487,LP002489,LP002493,LP002494,LP002500,LP002501,LP002502,LP002505,LP002515,LP002517,LP002519,LP002522,LP002524,LP002527,LP002529,LP002530,LP002531,LP002533,LP002534,LP002536,LP002537,LP002541,LP002543,LP002544,LP002545,LP002547,LP002555,LP002556,LP002560,LP002562,LP002571,LP002582,LP002585,LP002586,LP002587,LP002588,LP002600,LP002602,LP002603,LP002606,LP002615,LP002618,LP002619,LP002622,LP002624,LP002625,LP002626,LP002634,LP002637,LP002640,LP002643,LP002648,LP002652,LP002659,LP002670,LP002682,LP002683,LP002684,LP002689,LP002690,LP002692,LP002693,LP002697,LP002699,LP002705,LP002706,LP002714,LP002716,LP002717,LP002720,LP002723,LP002729,LP002731,LP002732,LP002734,LP002738,LP002739,LP002740,LP002741,LP002743,LP002753,LP002755,LP002757,LP002767,LP002768,LP002772,LP002776,LP002777,LP002778,LP002784,LP002785,LP002788,LP002789,LP002792,LP002794,LP002795,LP002798,LP002804,LP002807,LP002813,LP002820,LP002821,LP002832,LP002833,LP002836,LP002837,LP002840,LP002841,LP002842,LP002847,LP002855,LP002862,LP002863,LP002868,LP002872,LP002874,LP002877,LP002888,LP002892,LP002893,LP002894,LP002898,LP002911,LP002912,LP002916,LP002917,LP002925,LP002926,LP002928,LP002931,LP002933,LP002936,LP002938,LP002940,LP002941,LP002943,LP002945,LP002948,LP002949,LP002950,LP002953,LP002958,LP002959,LP002960,LP002961,LP002964,LP002974,LP002978,LP002979,LP002983,LP002984,LP002990}
@attribute Gender {Male,Female}
@attribute Married {No,Yes}
@attribute Dependents {0,1,2,3+}
@attribute Education {Graduate,'Not Graduate'}
@attribute Self_Employed {No,Yes}
@attribute ApplicantIncome numeric
@attribute CoapplicantIncome numeric
@attribute LoanAmount numeric
@attribute Loan_Amount_Term numeric
@attribute Credit_History {0,1}
@attribute Property_Area {Urban,Rural,Semiurban}
@attribute Loan_Status {true,false}
@attribute LoanAmount_log numeric
@attribute TotalIncome numeric
@attribute TotalIncome_log numeric

@data
LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,false,3.850148,2378,7.774436
LP002119,Male,Yes,1,'Not Graduate',No,4554,1229,158,360,1,Urban,true,5.068904,5783,8.662851
LP002126,Male,Yes,3+,'Not Graduate',No,3173,0,74,360,1,Semiurban,true,4.317488,3173,8.062748
LP002128,Male,Yes,2,Graduate,No,2583,2330,125,360,1,Rural,true,4.836282,4913,8.499844
LP002129,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,true,5.081404,4957,8.508758
LP002130,Male,Yes,0,'Not Graduate',No,3523,3230,152,360,0,Rural,false,5.030438,6753,8.81789
LP002131,Male,Yes,2,'Not Graduate',No,3083,2168,126,360,1,Urban,true,4.844187,5251,8.566364
LP002137,Male,Yes,0,Graduate,No,6333,4583,259,360,1,Semiurban,true,5.560682,10916,9.298076
LP002138,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,true,5.236442,8875,9.091106
LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,true,5.433722,9083,9.11427
LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,false,5.733341,12917,9.466377
LP002141,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,true,4.564348,4749,8.4659
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,false,4.663439,5500,8.612685
LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,true,4.875197,2928,7.982416
LP002144,Female,No,0,Graduate,No,3813,0,116,180,1,Urban,true,4.762174,3813,8.246434
LP002149,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,true,5.111988,11500,9.350189
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,false,4.219508,3875,8.262559
LP002158,Male,Yes,0,'Not Graduate',No,3000,1666,100,480,0,Urban,false,4.615121,4666,8.448272
LP002160,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,true,5.303305,8334,9.028219
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,false,4.406719,4723,8.460411
LP002170,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,true,5.46806,8667,9.067393
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,true,4.875197,7083,8.865594
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,1,Urban,true,4.564348,6046,8.707318
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,true,4.955827,6822,8.828055
LP002181,Male,No,0,'Not Graduate',No,6216,0,133,360,1,Rural,false,4.89784,6216,8.735043
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,false,4.574711,2500,7.824446
LP002188,Male,No,0,Graduate,No,5124,0,124,84,0,Rural,false,4.828314,5124,8.541886
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,true,5.170484,6325,8.752423
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,false,6.347389,24996,10.126511
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,true,4.025352,15759,9.66523
LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,true,5.049856,5185,8.553718
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,true,5.942799,17196,9.75249
LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,false,4.718499,5049,8.527144
LP002209,Female,No,0,Graduate,No,2764,1459,110,360,1,Urban,true,4.70953,4223,8.348538
LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,true,4.795791,5740,8.655389
LP002219,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,true,4.875197,13746,9.528576
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,1,Semiurban,true,4.875197,4310,8.368925
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,false,4.276666,3069,8.029433
LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,true,4.875197,5391,8.592672
LP002226,Male,Yes,0,Graduate,No,3333,2500,128,360,1,Semiurban,true,4.859812,5833,8.671458
LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,true,5.693732,10173,9.227591
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,true,5.056246,6000,8.699681
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,true,4.859812,7167,8.877382
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,false,4.615121,4566,8.426612
LP002237,Male,No,1,Graduate,No,3667,0,113,180,1,Urban,true,4.736198,3667,8.207402
LP002239,Male,No,0,'Not Graduate',No,2346,1600,132,360,1,Semiurban,true,4.890349,3946,8.280711
LP002243,Male,Yes,0,'Not Graduate',No,3010,3136,146,360,0,Urban,false,4.866325,6146,8.723719
LP002244,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,true,4.919981,4750,8.46611
LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,true,4.836282,5488,8.610501
LP002255,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,true,5.225747,9167,9.123474
LP002262,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,true,5.620401,9504,9.159573
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,1,Urban,true,4.795791,4698,8.455105
LP002265,Male,Yes,2,'Not Graduate',No,1993,1625,113,180,1,Semiurban,true,4.736198,3618,8.193953
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,true,4.736198,4500,8.412055
LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,1,Semiurban,true,4.912655,3760,8.23244
LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,false,4.276666,3180,8.064951
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,true,4.564348,4492,8.410276
LP002284,Male,No,0,'Not Graduate',No,3902,1666,109,360,1,Rural,true,4.70048,5568,8.624971
LP002287,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,false,4.644391,3300,8.101981
LP002288,Male,Yes,2,'Not Graduate',No,2889,0,45,180,0,Urban,false,3.828641,2889,7.969012
LP002296,Male,No,0,'Not Graduate',No,2755,0,65,300,1,Rural,false,4.189655,2755,7.921536
LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,true,4.644391,22500,10.021315
LP002300,Female,No,0,'Not Graduate',No,1963,0,53,360,1,Semiurban,true,3.988984,1963,7.582738
LP002301,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,false,5.273,7441,8.914895
LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,true,4.75359,4547,8.422443
LP002308,Male,Yes,0,'Not Graduate',No,2167,2400,115,360,1,Urban,true,4.75359,4567,8.426831
LP002314,Female,No,0,'Not Graduate',No,2213,0,66,360,1,Rural,true,4.204693,2213,7.702556
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,false,5.030438,8300,9.024131
LP002317,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,false,5.888878,81000,11.302217
LP002318,Female,No,1,'Not Graduate',Yes,3867,0,62,360,1,Semiurban,false,4.143135,3867,8.260493
LP002319,Male,Yes,0,Graduate,No,6256,0,160,360,1,Urban,true,5.081404,6256,8.741456
LP002328,Male,Yes,0,'Not Graduate',No,6096,0,218,360,0,Rural,false,5.389072,6096,8.715552
LP002332,Male,Yes,0,'Not Graduate',No,2253,2033,110,360,1,Rural,true,4.70953,4286,8.363342
LP002335,Female,Yes,0,'Not Graduate',No,2149,3237,178,360,0,Semiurban,false,5.187386,5386,8.591744
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,true,4.110874,2995,8.005033
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,false,5.081404,2600,7.863651
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,false,5.480639,21600,9.980495
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,true,4.727388,3798,8.242493
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,true,4.934474,4663,8.447629
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,true,4.934474,5829,8.670772
LP002357,Female,No,0,'Not Graduate',No,2720,0,80,84,0,Urban,false,4.394449,2720,7.908755
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,true,4.615121,3539,8.171882
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,84,0,Urban,false,4.70953,8917,9.095827
LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,true,4.574711,14880,9.607841
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,true,4.804021,6966,8.84894
LP002367,Female,No,1,'Not Graduate',No,4606,0,81,360,1,Rural,false,4.406719,4606,8.435332
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,true,4.89784,5935,8.688791
LP002369,Male,Yes,0,Graduate,No,2920,16.120001,87,360,1,Rural,true,4.477337,2936.120001,7.985185
LP002370,Male,No,0,'Not Graduate',No,2717,0,60,180,1,Urban,true,4.110874,2717,7.907652
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,true,5.01728,8624,9.06242
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,false,4.663439,6500,8.779711
LP002386,Male,No,0,Graduate,No,12876,0,405,360,1,Semiurban,true,6.006353,12876,9.463198
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,true,4.969813,4765,8.469263
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,true,4.615121,3750,8.229778
LP002393,Female,Yes,0,Graduate,No,10047,0,146,240,1,Semiurban,true,4.866325,10047,9.215129
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,true,3.931826,3777,8.23695
LP002401,Male,Yes,0,Graduate,No,2213,1125,146,360,1,Urban,true,4.866325,3338,8.113427
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,false,5.236442,10416,9.251194
LP002407,Female,Yes,0,'Not Graduate',Yes,7142,0,138,360,1,Rural,true,4.934474,7142,8.873888
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,true,5.236442,8724,9.073948
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,true,5.198497,9734,9.183483
LP002418,Male,No,3+,'Not Graduate',No,4707,1993,148,360,1,Semiurban,true,5.003946,6700,8.810012
LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,true,5.030438,37719,10.537946
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,1,Rural,true,5.170484,15666,9.659312
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,true,4.875197,4676,8.450412
LP002434,Male,Yes,2,'Not Graduate',No,4652,0,110,360,1,Rural,true,4.70953,4652,8.445267
LP002435,Male,Yes,0,Graduate,No,3539,1376,55,360,1,Rural,false,4.025352,4915,8.50025
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,false,5.01728,5050,8.527342
LP002444,Male,No,1,'Not Graduate',Yes,2769,1542,190,360,1,Semiurban,false,5.252273,4311,8.369157
LP002446,Male,Yes,2,'Not Graduate',No,2309,1255,125,360,0,Rural,false,4.836282,3564,8.178919
LP002447,Male,Yes,2,'Not Graduate',No,1958,1456,60,300,1,Urban,true,4.110874,3414,8.135933
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,false,5.010635,5681,8.645059
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,true,4.51086,4949,8.507143
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,true,4.442651,7085,8.865876
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,true,4.574711,3859,8.258422
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,true,4.779123,4301,8.366835
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,false,5.159055,6277,8.744807
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,true,4.919981,4354,8.37908
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,false,5.081404,8334,9.028219
LP002478,Male,Yes,0,Graduate,Yes,2083,4083,160,360,1,Semiurban,true,5.081404,6166,8.726968
LP002484,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,true,4.859812,7740,8.954286
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,true,5.036953,5203,8.557183
LP002489,Female,No,1,'Not Graduate',No,5191,0,132,360,1,Semiurban,true,4.890349,5191,8.554874
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,false,4.59512,4166,8.334952
LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,true,4.94876,6000,8.699681
LP002500,Male,Yes,3+,'Not Graduate',No,2947,1664,70,180,0,Urban,false,4.26268,4611,8.436417
LP002501,Male,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,true,4.70953,16692,9.722745
LP002502,Female,Yes,2,'Not Graduate',No,210,2917,98,360,1,Semiurban,true,4.59512,3127,8.048149
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,false,4.70953,6784,8.82247
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,true,5.09375,5529,8.617943
LP002517,Male,Yes,1,'Not Graduate',No,2653,1500,113,180,0,Rural,false,4.736198,4153,8.331827
LP002519,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,true,4.615121,4691,8.453614
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,1,Urban,true,4.543295,2500,7.824446
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,true,5.09375,10180,9.228279
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,true,5.01728,17539,9.772239
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,true,5.442418,8450,9.04204
LP002530,Male,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,false,4.890349,4745,8.465057
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,true,4.465908,18917,9.847869
LP002533,Male,Yes,2,Graduate,No,2947,1603,146,360,1,Urban,false,4.866325,4550,8.423102
LP002534,Female,No,0,'Not Graduate',No,4350,0,154,360,1,Rural,true,5.043425,4350,8.378161
LP002536,Male,Yes,3+,'Not Graduate',No,3095,0,113,360,1,Rural,true,4.736198,3095,8.037866
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,true,4.859812,5233,8.562931
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,true,5.459586,10833,9.290445
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,true,5.509388,8333,9.028099
LP002544,Male,Yes,1,'Not Graduate',No,1958,2436,131,360,1,Rural,true,4.882802,4394,8.388223
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,false,4.394449,3547,8.174139
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,false,6.216606,18333,9.816513
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,true,5.081404,6666,8.804925
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,false,4.330733,2435,7.798113
LP002560,Male,No,0,'Not Graduate',No,2699,2785,96,360,1,Semiurban,true,4.574711,5484,8.609772
LP002562,Male,Yes,1,'Not Graduate',No,5333,1131,186,360,1,Urban,true,5.231109,6464,8.774158
LP002571,Male,No,0,'Not Graduate',No,3691,0,110,360,1,Rural,true,4.70953,3691,8.213924
LP002582,Female,No,0,'Not Graduate',Yes,17263,0,225,360,1,Semiurban,true,5.420535,17263,9.756379
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,false,4.787492,5754,8.657824
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,true,4.663439,4239,8.352319
LP002587,Male,Yes,0,'Not Graduate',No,2600,1700,107,360,1,Rural,true,4.682131,4300,8.366603
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,1,Urban,true,4.718499,7482,8.920389
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,true,4.564348,2895,7.971086
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,false,5.347108,10699,9.277999
LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,true,4.736198,4328,8.373092
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,true,4.615121,3159,8.058327
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,true,5.342334,10489,9.258178
LP002618,Male,Yes,1,'Not Graduate',No,4050,5302,138,360,1,Rural,false,4.934474,9352,9.143452
LP002619,Male,Yes,0,'Not Graduate',No,3814,1483,124,300,1,Semiurban,true,4.828314,5297,8.575085
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,true,5.497168,7926,8.97803
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,1,Urban,true,6.175867,27500,10.221978
LP002625,Male,No,0,Graduate,No,3583,0,96,360,1,Urban,false,4.574711,3583,8.184235
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,true,5.241747,5492,8.61123
LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,true,3.713572,13262,9.492733
LP002637,Male,No,0,'Not Graduate',No,3598,1287,100,360,1,Rural,false,4.615121,4885,8.494129
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,true,5.525453,8069,8.995909
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,true,5.003946,5318,8.579041
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,false,4.26268,8796,9.082166
LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,false,5.743003,9481,9.157151
LP002659,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,true,5.01728,6894,8.838552
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,true,4.736198,3663,8.206311
LP002682,Male,Yes,0,'Not Graduate',No,3074,1800,123,360,0,Semiurban,false,4.820282,4874,8.491875
LP002683,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,false,5.225747,6598,8.794673
LP002684,Female,No,0,'Not Graduate',No,3400,0,95,360,1,Rural,false,4.564348,3400,8.131825
LP002689,Male,Yes,2,'Not Graduate',No,2192,1742,45,360,1,Semiurban,true,3.828641,3934,8.277666
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,true,4.025352,2500,7.824446
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,true,4.615121,7101,8.868132
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,true,6.175867,15114,9.623443
LP002697,Male,No,0,Graduate,No,4680,2087,146,360,1,Semiurban,false,4.866325,6767,8.819961
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,true,5.993961,17500,9.770013
LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,true,4.70953,3775,8.236421
LP002706,Male,Yes,1,'Not Graduate',No,5285,1430,161,360,0,Semiurban,true,5.087596,6715,8.812248
LP002714,Male,No,1,'Not Graduate',No,2679,1302,94,360,1,Semiurban,true,4.553877,3981,8.289539
LP002716,Male,No,0,'Not Graduate',No,6783,0,130,360,1,Semiurban,true,4.875197,6783,8.822322
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,true,5.379897,6525,8.783549
LP002720,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,true,4.615121,4281,8.362175
LP002723,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,false,4.70953,3588,8.185629
LP002729,Male,No,1,Graduate,No,11250,0,196,360,1,Semiurban,false,5.283204,11250,9.328212
LP002731,Female,No,0,'Not Graduate',Yes,18165,0,125,360,1,Urban,true,4.836282,18165,9.807307
LP002732,Male,No,0,'Not Graduate',No,2550,2042,126,360,1,Rural,true,4.844187,4592,8.432289
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,true,5.783825,10039,9.214332
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,true,4.682131,3617,8.193677
LP002739,Male,Yes,0,'Not Graduate',No,2917,536,66,360,1,Rural,false,4.204693,3453,8.147288
LP002740,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,true,5.062595,6417,8.766862
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,true,4.94876,7453,8.916506
LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,false,4.60517,2138,7.668094
LP002753,Female,No,1,Graduate,No,3652,0,95,360,1,Semiurban,true,4.564348,3652,8.203304
